person_id,title,count
411295,Spanish Super Cup winner,1.0
34529,Ukrainian champion,1.0
411295,Portuguese cup winner,1.0
12134,French Super Cup winner,2.0
238722,German Under-17 Bundesliga champion,1.0
161011,Player of the Year,1.0
238722,German third tier champion,1.0
161011,Europa League winner,1.0
411295,Portuguese league cup winner,1.0
12134,All titles & victories,
179896,Polish champion,1.0
179896,Croatian cup winner,1.0
238722,Saxony-Anhalt Cup winner,1.0
411295,All titles & victories,
238722,All titles & victories,
73090,Viareggio,1.0
229190,Sudbaden Cup winner,3.0
60394,Westphalia Cup winner,1.0
251876,English League Cup winner,1.0
386726,Top goal scorer,1.0
386726,French champion,1.0
55866,Romanian champion,2.0
386726,French Super Cup winner,1.0
284058,German third tier champion,1.0
55866,Romanian cup winner,3.0
237230,Sudwest Cup winner,1.0
55866,Romanian Super Cup winner,1.0
284058,Saxony-Anhalt Cup winner,1.0
344158,European Under-17 champion,1.0
237230,Hessen Cup winner,1.0
41665,Norwegian cup winner,2.0
689893,Football League Trophy Winner,1.0
689893,English 4th tier champion,1.0
290171,Baden Cup winner,1.0
361254,European Under-21 champion,1.0
361254,Spanish 2nd tier champion,1.0
696142,Middle Rhine Cup winner,1.0
361254,English 2nd tier champion,1.0
283170,Spanish champion,1.0
84481,European champion,1.0
223144,German Regionalliga Bavaria Champion,1.0
283170,Spanish cup winner,1.0
223144,German Regionalliga Northeast Champion,1.0
84481,Winner UEFA Nations League,1.0
283170,Spanish Super Cup winner,1.0
444571,English 3rd tier champion,1.0
84481,Portuguese cup winner,1.0
223144,Saxony Cup winner,2.0
40612,English 3rd tier champion,1.0
84481,Portuguese league cup winner,1.0
283170,UEFA Youth League Winner,1.0
412649,Winner Italian Supercoppa (Primavera2),1.0
84481,Russian champion,1.0
283170,All titles & victories,
230058,Argentinian champion,3.0
84481,All titles & victories,
368559,Hungarian champion,1.0
412649,Viareggio,1.0
368559,Hungarian cup winner,2.0
39983,Footballer of the Year,1.0
39983,European champion,1.0
539632,Italian Youth champion (U17),1.0
39983,Italian champion,9.0
39983,Italian cup winner,4.0
74297,English Champion,1.0
74297,English FA Cup winner,1.0
39983,Italian Super Cup winner,5.0
137669,Asian Cup winner,1.0
240342,Italian Youth champion (Primavera),1.0
39983,All titles & victories,
137669,Slovenian champion,1.0
74297,European Under-19 champion,1.0
137669,Slovenian cup winner,1.0
251676,Bosnian-Herzegovinian champion,1.0
240342,Coppa Italia Primavera winner,1.0
251676,Bosnian-Herzegovinian cup winner,1.0
137669,AFC Champions League winner,1.0
93586,Sudwest Cup winner,1.0
251676,Bosnian-Herzegovinian Champion U19,1.0
137669,All titles & victories,
251676,Moldavian champion,2.0
251676,All titles & victories,
48283,Irish cup winner,2.0
57229,FIFA Club World Cup winner,1.0
48283,English 3rd tier champion,1.0
57229,Spanish champion,1.0
57229,Spanish cup winner,1.0
57229,Brazilian champion,1.0
139393,Turkish second tier champion,1.0
402832,German Under-19 cup winner,1.0
57229,All titles & victories,
139393,Serbian champion,2.0
16669,English 4th tier champion,1.0
238992,Italian cup winner (Serie C),1.0
238992,Viareggio,1.0
533913,English 2nd tier champion,1.0
371816,French Youth Cup winner,1.0
148288,Berlin Cup winner,1.0
11047,Top goal scorer,1.0
148288,Bremen Cup winner,1.0
93571,German second tier champion,1.0
153238,Chinese cup winner,1.0
317740,Top goal scorer,1.0
93571,German Under-19 Bundesliga champion,1.0
317740,European Under-21 champion,1.0
18925,French champion,1.0
163264,Italienischer Drittligameister,1.0
214316,Top goal scorer,1.0
18925,French league cup winner,2.0
448092,Lower Saxony Cup winner,1.0
214316,Portuguese champion,1.0
473050,German Regionalliga Southwest Champion,1.0
183841,Croatian champion,5.0
214316,Saudi Arabian champion,2.0
120241,English League Cup winner,1.0
132206,Scottish champion,2.0
286919,European Under-17 champion,1.0
558086,Top goal scorer,1.0
129063,Scottish league cup winner,1.0
452019,English 4th tier champion,1.0
183841,Slovenian champion,4.0
57370,French cup winner,1.0
21327,World Cup winner,1.0
214316,Saudi Cup Winner,2.0
40614,English 2nd tier champion,1.0
161060,Brandenburg Cup winner,3.0
183841,Slovenian cup winner,3.0
21327,English League Cup winner,1.0
183841,Croatian cup winner,3.0
214316,Saudi Super Cup Winner,1.0
21327,European Under-19 champion,1.0
30846,Romanian champion,6.0
183841,All titles & victories,
181375,Top goal scorer,2.0
214316,All titles & victories,
40140,Swiss champion,3.0
181375,German cup winner,1.0
30846,Turkish Super Cup winner,1.0
40140,Swiss cup winner,2.0
181375,Dutch champion,2.0
2201,German Regionalliga West Champion,1.0
30846,Romanian cup winner,3.0
216569,UEFA Youth League Winner,1.0
181375,Dutch Cup winner,1.0
44675,Top goal scorer,1.0
44675,Champions League winner,2.0
2201,Westphalia Cup winner,3.0
181375,All titles & victories,
30846,Romanian Super Cup winner,4.0
216569,U21 Premier League champion,1.0
960966,Italian cup winner (Serie C),1.0
33837,Top goal scorer,5.0
30846,All titles & victories,
95810,Spanish champion,1.0
164231,Romanian champion,2.0
33837,German Regionalliga Northeast Champion,2.0
164231,Italienischer Zweitligameister,1.0
160334,Top goal scorer,2.0
33837,Brandenburg Cup winner,3.0
55525,English 4th tier champion,1.0
33837,Saxony Cup winner,4.0
568559,Italian cup winner,1.0
568559,Italian Super Cup winner,1.0
33837,All titles & victories,
265472,German Regionalliga Bavaria Champion,1.0
568559,Italian cup winner (Serie C),1.0
291222,Belgian cup winner,1.0
135136,English 3rd tier champion,1.0
342967,German Under-19 Bundesliga champion,1.0
342967,German Under-17 Bundesliga champion,1.0
342967,Torneio Internacional Algarve U17,1.0
189475,Supporters' Shield Winner,1.0
189475,US Open Cup Winner,1.0
44058,Italian champion,3.0
189475,Ecuadorian champion,1.0
371000,Croatian cup winner,2.0
744608,Football League Trophy Winner,1.0
44058,English FA Cup winner,2.0
465537,Coppa Italia Primavera winner,1.0
44058,Italian cup winner,2.0
44058,Italian Super Cup winner,2.0
129049,English 2nd tier champion,1.0
44058,English Super Cup winner,1.0
44058,All titles & victories,
382567,Italienischer Zweitligameister,1.0
129049,English 3rd tier champion,1.0
19708,Serbian champion,2.0
382567,Italian Supercoppa winner (Under 17),1.0
413859,German third tier champion,1.0
413859,Lower Rhine Cup winner,1.0
76608,Copa América winner,1.0
102132,Top goal scorer,1.0
76608,Italienischer Zweitligameister,1.0
76608,Italian Youth champion (Primavera),1.0
288248,French cup winner,1.0
288248,European Under-19 champion,1.0
284967,German Under-19 cup winner,1.0
284967,Hamburg Cup winner,1.0
205227,Norwegian champion,1.0
469211,OFC-U16/U17-Championship-Winner,1.0
691482,Italian Youth champion (Primavera),1.0
70767,Ukrainian champion,1.0
227886,Wurttemberg Cup winner,1.0
70767,Ukrainian Super Cup winner,2.0
24062,Italian cup winner,2.0
28990,Player of the Year,1.0
125858,Confederations Cup winner,1.0
547936,English 3rd tier champion,1.0
44162,Footballer of the Year,1.0
124571,German Regionalliga Bavaria Champion,2.0
28990,English League Cup winner,1.0
44162,Italian champion,4.0
28990,Scottish champion,1.0
74810,English 2nd tier champion,1.0
44162,Italian cup winner,2.0
329360,German Under-19 cup winner,1.0
124571,Hessen Cup winner,1.0
159037,Hessen Cup winner,1.0
387725,Wurttemberg Cup winner,1.0
175836,Spanish 2nd tier champion,1.0
329360,German Regionalliga Southwest Champion,1.0
44162,Spanish cup winner,1.0
426179,Supercoppa Serie C winner,1.0
91315,Scottish cup winner,1.0
426179,Italienischer Drittligameister,1.0
357158,Portuguese league cup winner,1.0
91315,Football League Trophy Winner,1.0
357158,European Under-19 champion,1.0
357158,European Under-17 champion,1.0
357158,Portuguese Super Cup winner,1.0
203778,Spanish 2nd tier champion,1.0
84878,French cup winner,1.0
43265,Scottish Challenge Cup winner,1.0
43265,Scottish Second League Champion,1.0
357158,English 2nd tier champion,1.0
167342,Top goal scorer,2.0
42744,Supercoppa Serie C winner,1.0
167342,Austrian Youth league U18 champion,1.0
357158,All titles & victories,
42744,Italienischer Zweitligameister,1.0
167342,German Under-19 Bundesliga champion,1.0
42744,Italienischer Drittligameister,1.0
167342,German Under-17 Bundesliga champion,1.0
81512,Bulgarian champion,1.0
299131,Welsh Champion,3.0
167342,All titles & victories,
81512,Bulgarian cup winner,1.0
72476,English FA Cup winner,1.0
342364,Belgian cup winner,1.0
3858,German Under-19 Bundesliga champion,1.0
3929,English 2nd tier champion,1.0
249118,U21 Premier League champion,1.0
239099,Supercoppa Serie C winner,1.0
21345,German cup winner,1.0
95755,Dutch champion,2.0
257814,Swiss U18-Champion,1.0
332527,Icelandic champion,1.0
134270,English 3rd tier champion,1.0
72476,English Super Cup winner,1.0
3858,Westphalia Cup winner,2.0
239099,Italienischer Drittligameister,1.0
357225,Football League Trophy Winner,1.0
72476,Confederations Cup winner,1.0
357225,English 4th tier champion,1.0
95755,Belgian cup winner,1.0
332527,Icelandic cup winner,1.0
3858,Brandenburg Cup winner,1.0
72476,German Under-17 Bundesliga champion,1.0
3858,Middle Rhine Cup winner,1.0
72476,European Under-17 champion,1.0
95755,Danish champion,1.0
72476,All titles & victories,
95755,Dutch Super Cup winner,1.0
3858,All titles & victories,
282041,World Cup winner,1.0
95755,Dutch U19 Champion,1.0
95755,All titles & victories,
282041,French champion,6.0
282041,Winner UEFA Nations League,1.0
159902,Italienischer Drittligameister,1.0
28244,English 2nd tier champion,1.0
282041,French cup winner,5.0
159902,Italian Youth champion (Primavera),1.0
282041,French league cup winner,4.0
159902,Coppa Italia Primavera winner,1.0
282041,All titles & victories,
73920,Supercoppa Serie C winner,1.0
53066,Football League Trophy Winner,1.0
73920,Italienischer Zweitligameister,1.0
53066,English 3rd tier champion,2.0
73920,Italienischer Drittligameister,1.0
84085,Europa League winner,2.0
262389,Spanish cup winner,1.0
262389,Swiss cup winner,1.0
84085,French cup winner,1.0
229862,Saxony Cup winner,1.0
84085,Mexican Champion Apertura,1.0
73920,All titles & victories,
548187,Spanish 2nd tier champion,1.0
84085,European Under-19 champion,1.0
84085,All titles & victories,
336975,Middle Rhine Cup winner,1.0
129473,Champions League winner,1.0
129473,Spanish champion,3.0
82350,German Under-19 Bundesliga champion,1.0
382553,English League Cup winner,1.0
51532,Spanish Super Cup winner,1.0
129473,French champion,1.0
129473,Uefa Supercup winner,1.0
382553,U21 Premier League champion,1.0
129473,Spanish cup winner,5.0
129473,All titles & victories,
85258,Spanish Super Cup winner,2.0
392591,Irish cup winner,1.0
392591,Football League Trophy Winner,1.0
111275,Dutch Cup winner,1.0
159575,Austrian Youth league U18 champion,1.0
111275,Dutch Super Cup winner,2.0
182710,Torneio Internacional Algarve U17,1.0
585950,French Youth Cup winner,1.0
111275,German Under-19 Bundesliga champion,1.0
27941,French champion,1.0
296879,German cup winner,1.0
296879,U20 Elite League Winner,1.0
27941,Croatian cup winner,3.0
296879,German third tier champion,1.0
30070,German Under-19 cup winner,1.0
228773,Football League Trophy Winner,1.0
296879,German Regionalliga West Champion,1.0
228773,English 4th tier champion,1.0
296879,Lower Saxony Cup winner,1.0
296879,All titles & victories,
55510,German Super Cup winner,1.0
614499,Italian Supercoppa winner (Under 17),1.0
55510,German second tier champion,1.0
419325,Under-17 World Cup champion,1.0
26066,English FA Cup winner,1.0
55510,Baden Cup winner,1.0
419325,U21 Premier League champion,1.0
524860,Belgian Second League Champion,1.0
264220,English 3rd tier champion,1.0
215099,Dutch champion,1.0
215099,Dutch Cup winner,1.0
396107,Europa League winner,1.0
140497,US Open Cup Winner,1.0
83191,German Under-19 cup winner,1.0
140497,Indian Super League Champion,1.0
193830,Portuguese cup winner,1.0
83191,German Regionalliga Northeast Champion,1.0
140497,Campeones Cup Winner,1.0
193830,Portuguese league cup winner,1.0
83191,Sudbaden Cup winner,2.0
193830,Torneio Internacional Algarve U17,1.0
162567,Top goal scorer,1.0
162567,CAF Champions League winner,1.0
16869,Italienischer Zweitligameister,1.0
676318,English League Cup winner,1.0
319180,Coppa Italia Primavera winner,1.0
162567,Moroccan champion,2.0
319180,Italian Supercoppa winner (Primavera),1.0
454036,Saxony Cup winner,1.0
319180,Italian Youth champion (U17),1.0
29391,Scottish Challenge Cup winner,2.0
199369,Champions League winner,1.0
255901,World Cup winner,1.0
237176,German Under-17 Bundesliga champion,1.0
29391,English 2nd tier champion,2.0
319180,Italian Supercoppa winner (Under 17),1.0
199369,FIFA Club World Cup winner,1.0
237176,German Regionalliga Southwest Champion,1.0
18068,German third tier champion,1.0
255901,Copa América winner,1.0
319180,All titles & victories,
199369,Spanish champion,2.0
237176,Baden Cup winner,1.0
18068,Wurttemberg Cup winner,3.0
255901,CONMEBOL-UEFA Cup of Champions winner,1.0
199369,Uefa Supercup winner,1.0
199369,Spanish cup winner,2.0
51678,English 4th tier champion,1.0
199369,All titles & victories,
115763,Turkish champion,2.0
91914,Italienischer Drittligameister,1.0
429318,Cyprian champion,1.0
268451,Football League Trophy Winner,1.0
117509,Polish champion,1.0
237505,English 3rd tier champion,1.0
46094,Kärntnen league champion,2.0
115763,Turkish cup winner,3.0
293002,Football League Trophy Winner,1.0
403690,Norwegian cup winner,1.0
91914,Italian Supercoppa winner (Primavera),2.0
115763,Turkish Super Cup winner,1.0
237505,English 4th tier champion,1.0
403690,Danish Youth Champion,2.0
156676,Mecklenburg-Western Pomerania Cup winner,1.0
190756,Campeón Supercopa Argentina,1.0
190756,Argentinian Cup Winner,1.0
38121,English 4th tier champion,1.0
190756,Winner Copa de la Liga Profesional,1.0
190756,Argentinian champion,1.0
190756,All titles & victories,
613393,Italian Youth champion (U17),1.0
79268,German Regionalliga Southwest Champion,1.0
19948,Champions League winner,1.0
19948,Europa League winner,1.0
613393,Italian Supercoppa winner (Under 17),1.0
167552,German Regionalliga West Champion,1.0
79268,Wurttemberg Cup winner,1.0
19948,English FA Cup winner,1.0
167552,Baden Cup winner,1.0
19948,English League Cup winner,1.0
32626,German Under-19 cup winner,1.0
19948,Copa Libertadores winner,1.0
19948,All titles & victories,
345562,Top goal scorer,1.0
314214,German second tier champion,1.0
231586,German second tier champion,1.0
511550,Top goal scorer,1.0
315619,Football League Trophy Winner,1.0
314214,German Regionalliga West Champion,1.0
511550,U21 Premier League champion,1.0
286949,Player of the Year,1.0
341647,English FA Cup winner,1.0
56986,Danish Cup Winner,1.0
93806,Berlin Cup winner,1.0
56986,Hamburg Cup winner,2.0
93806,Saxony Cup winner,1.0
4691,German cup winner,1.0
93806,Saxony-Anhalt Cup winner,1.0
507494,German Regionalliga Southwest Champion,1.0
4691,German second tier champion,2.0
258108,German Regionalliga Bavaria Champion,1.0
258108,German Regionalliga Southwest Champion,1.0
40680,Champions League winner,1.0
40680,German Champion,8.0
524356,Moldavian champion,1.0
40680,Uefa Supercup winner,1.0
40680,German cup winner,3.0
15981,Italienischer Drittligameister,1.0
40680,German Super Cup winner,6.0
15981,Italian cup winner (Serie C),1.0
204659,Italian Youth champion (Primavera),1.0
40680,All titles & victories,
57794,Italienischer Drittligameister,1.0
155742,Welsh Champion,7.0
57934,German Regionalliga Southwest Champion,1.0
240254,Italienischer Drittligameister,1.0
2857,English FA Cup winner,1.0
57934,Brandenburg Cup winner,1.0
2857,Russian cup winner,1.0
372713,European Under-19 champion,1.0
42903,German Regionalliga Northeast Champion,1.0
42903,Berlin Cup winner,1.0
221985,Indian Super League Champion,2.0
42903,Mecklenburg-Western Pomerania Cup winner,2.0
3417,Top goal scorer,1.0
42903,Brandenburg Cup winner,2.0
3417,Italian champion,4.0
1565,Top goal scorer,2.0
329814,German Regionalliga North Champion,1.0
42903,Saxony Cup winner,1.0
3417,Italian cup winner,2.0
42903,All titles & victories,
1565,German cup winner,1.0
3417,Italian Super Cup winner,1.0
181485,Football League Trophy Winner,1.0
284732,Africa Cup winner,1.0
3417,Copa Libertadores winner,3.0
3417,All titles & victories,
284732,French cup winner,1.0
236045,MLS Cup Champion,1.0
236045,Supporters' Shield Winner,1.0
255473,Swedish champion,1.0
226524,U21 Eredivisie champion,2.0
255473,Swedish cup winner,1.0
61842,Torneio Internacional Algarve U17,1.0
82838,Supercoppa Serie C winner,1.0
60577,Africa Cup winner,1.0
82838,Italienischer Drittligameister,1.0
60577,French league cup winner,1.0
82838,Viareggio,1.0
48078,English 2nd tier champion,2.0
82838,All titles & victories,
102366,Italienischer Drittligameister,1.0
333464,German Regionalliga Southwest Champion,1.0
131996,Under-17 Africa Cup winner,1.0
15461,European Under-19 champion,1.0
400485,Africa Cup winner,1.0
15461,Indian Super League Champion,1.0
199767,Italienischer Drittligameister,1.0
308356,Dutch second tier champion,1.0
54846,German second tier champion,1.0
124721,Saxony-Anhalt Cup winner,1.0
17129,Champions League winner,1.0
102146,European Under-19 champion,1.0
306166,French league cup winner,1.0
206746,Dutch champion,1.0
7945,Spanish cup winner,1.0
331692,Top goal scorer,1.0
392313,Supercoppa Serie C winner,1.0
64308,Africa Cup winner,1.0
206746,Dutch U17 Champion,1.0
392313,Italienischer Drittligameister,1.0
17129,FIFA Club World Cup winner,1.0
124721,Indian Champion,1.0
38746,Top goal scorer,1.0
57706,German Regionalliga Northeast Champion,2.0
38746,Greek cup winner,1.0
64308,Ukrainian cup winner,1.0
38746,Czech champion,1.0
174915,Footballer of the Year,1.0
57706,German Regionalliga West Champion,1.0
38746,Polish champion,2.0
64308,Greek champion,2.0
206746,European Under-17 champion,1.0
17129,Italian champion,2.0
206746,Dutch U19 Champion,1.0
174915,Top goal scorer,1.0
57706,German Regionalliga North Champion,1.0
160241,European Under-19 champion,1.0
38746,Israeli champion,1.0
38746,All titles & victories,
206746,English 2nd tier champion,1.0
17129,English FA Cup winner,1.0
57706,Brandenburg Cup winner,1.0
17129,Italian cup winner,2.0
206746,All titles & victories,
17129,All titles & victories,
57706,All titles & victories,
160241,Baden Cup winner,1.0
57053,English 4th tier champion,1.0
568092,English 4th tier champion,1.0
474684,Italienischer Drittligameister,1.0
49239,Austrian Second League Champion,1.0
123682,Player of the Year,1.0
123682,English 2nd tier champion,1.0
141350,Player of the Year,1.0
141350,Scottish champion,1.0
184922,Africa Cup winner,1.0
364239,Top goal scorer,1.0
364239,Swiss cup winner,2.0
141350,Scottish cup winner,1.0
396337,Europa League winner,1.0
7589,World Cup winner,1.0
164277,Japanese champion,1.0
7589,European champion,1.0
7589,Champions League winner,3.0
164277,AFC Champions League winner,1.0
240884,German Regionalliga Southwest Champion,1.0
181006,Ukrainian champion,3.0
164277,Japanese cup winner,1.0
240884,Lower Rhine Cup winner,1.0
7589,FIFA Club World Cup winner,2.0
181006,Ukrainian cup winner,2.0
164277,Japanese league cup winner,3.0
14086,English Champion,1.0
7589,Spanish champion,6.0
164277,Japanese Super Cup winner,1.0
14086,Italian champion,1.0
164277,All titles & victories,
181006,Ukrainian Super Cup winner,1.0
7589,All titles & victories,
14086,Europa League winner,1.0
181006,Argentinian champion,1.0
14086,English FA Cup winner,1.0
926850,Spanish champion,1.0
37234,Top goal scorer,1.0
70689,Serbian champion,2.0
37234,Italienischer Drittligameister,1.0
70689,Serbian cup winner,2.0
14086,English League Cup winner,1.0
14086,All titles & victories,
181006,Moroccan champion,1.0
181006,All titles & victories,
37234,English 3rd tier champion,1.0
213845,Player of the Year,1.0
213845,Welsh Champion,1.0
37234,All titles & victories,
461833,Italian Youth champion (Primavera),2.0
433049,Europa League winner,1.0
461833,Italian Supercoppa winner (Primavera),1.0
135043,English 4th tier champion,1.0
101031,Cyprian champion,1.0
463548,Italienischer Drittligameister,1.0
129616,Italienischer Zweitligameister,1.0
119296,Champions League winner,1.0
119296,German Champion,1.0
94641,German Under-17 Bundesliga champion,1.0
119296,Italian champion,2.0
94641,European Under-17 champion,1.0
119296,German cup winner,2.0
94641,Schleswig-Holstein Cup winner,1.0
134414,Scottish champion,1.0
119296,German Super Cup winner,1.0
130427,U21 Premier League champion,1.0
134414,U21 Premier League champion,2.0
119296,All titles & victories,
84537,Austrian champion,2.0
84537,Austrian cup winner,1.0
321169,Scottish Second League Champion,1.0
388121,Top goal scorer,2.0
84537,Slovak champion,1.0
388121,Italienischer Drittligameister,1.0
533662,Top goal scorer,1.0
388121,Italian Youth champion (Primavera),1.0
388121,Coppa Italia Primavera winner,1.0
531868,Football League Trophy Winner,1.0
55292,French league cup winner,1.0
240260,Coppa Italia Primavera winner,1.0
388121,All titles & victories,
682499,Gibraltar Challenge Group Winner,1.0
92953,Spanish 2nd tier champion,1.0
22598,Italienischer Zweitligameister,2.0
429874,Europa League winner,1.0
429874,German cup winner,1.0
134936,Top goal scorer,1.0
429874,German Regionalliga West Champion,1.0
134936,Champions League winner,2.0
134936,FIFA Club World Cup winner,2.0
164020,Viareggio,1.0
335954,German Regionalliga North Champion,1.0
134936,Spanish champion,1.0
134936,French champion,1.0
144904,Danish Cup Winner,1.0
134936,All titles & victories,
348601,Italian cup winner,1.0
287579,Dutch Cup winner,1.0
99453,Irish champion,1.0
287579,Belgian champion,1.0
287579,Dutch Super Cup winner,2.0
287579,U21 Eredivisie champion,1.0
153634,German Regionalliga North Champion,1.0
287579,All titles & victories,
108654,Football League Trophy Winner,1.0
536835,Scottish cup winner,1.0
168797,Baden Cup winner,1.0
161494,German Regionalliga Bavaria Champion,1.0
153634,Mecklenburg-Western Pomerania Cup winner,2.0
287431,Football League Trophy Winner,1.0
392966,Italian Youth champion (Primavera),1.0
701937,Russian champion,1.0
156617,Italian champion,1.0
28841,Italienischer Drittligameister,1.0
140436,Top goal scorer,1.0
536835,Italian Youth champion (Primavera),2.0
238584,Africa Cup winner,1.0
140436,Player of the Year,1.0
156617,Italian cup winner,2.0
287431,English 2nd tier champion,1.0
125331,German Regionalliga Southwest Champion,1.0
536835,Italian Supercoppa winner (Primavera),1.0
701937,Russian U17 Champion,1.0
140436,Chinese champion,1.0
156617,Italian Super Cup winner,2.0
126737,Spanish cup winner,1.0
238584,Arab Cup winner,1.0
126737,European Under-19 champion,3.0
140436,Spanish 2nd tier champion,1.0
156617,Croatian champion,3.0
140436,All titles & victories,
701937,German second tier champion,1.0
206386,Croatian champion,1.0
125331,Hessen Cup winner,2.0
156617,All titles & victories,
104586,Football League Trophy Winner,1.0
156207,Italienischer Drittligameister,1.0
167799,FIFA Club World Cup winner,1.0
44420,Italian cup winner,3.0
167799,German Champion,4.0
167799,German cup winner,3.0
44420,Italian Super Cup winner,3.0
44420,Romanian champion,1.0
167799,German Regionalliga Bavaria Champion,1.0
167799,All titles & victories,
44420,Romanian cup winner,1.0
44420,Romanian Super Cup winner,1.0
44420,All titles & victories,
61665,Football League Trophy Winner,1.0
411465,Italian Supercoppa winner (Under 17),1.0
258005,Greek champion,1.0
62115,Canadian Cup Winner,1.0
487469,Portuguese champion,2.0
257448,Uefa Supercup winner,1.0
487469,Portuguese cup winner,2.0
487469,UEFA Youth League Winner,1.0
257448,Portuguese league cup winner,1.0
504125,Bulgarian champion,2.0
504125,Bulgarian cup winner,1.0
257448,Portuguese Super Cup winner,1.0
487469,French Super Cup winner,1.0
487469,Torneio Internacional Algarve U17,1.0
504125,Bulgarian Super Cup winner,2.0
63040,Spanish 2nd tier champion,1.0
487469,All titles & victories,
227084,German Under-19 Bundesliga champion,1.0
392048,Coppa Italia Primavera winner,1.0
227084,U20 Elite League Winner,1.0
94603,German Under-17 Bundesliga champion,1.0
227084,Torneio Internacional Algarve U17,1.0
118427,Baden Cup winner,3.0
174835,Under-17 South American Championship winner,1.0
335591,English 4th tier champion,2.0
121324,Player of the Year,1.0
404386,Croatian champion,1.0
99863,Ukrainian cup winner,1.0
53638,English 3rd tier champion,1.0
397033,Player of the Year,2.0
404386,Croatian cup winner,1.0
282028,French cup winner,2.0
104324,Copa Sudamericana winner,1.0
397033,Italian champion,1.0
397033,Italienischer Zweitligameister,1.0
282028,French league cup winner,1.0
131967,Finnish champion,3.0
282028,French Super Cup winner,4.0
198137,Supercoppa Serie C winner,1.0
198137,Italienischer Drittligameister,1.0
496357,Hungarian champion,1.0
131967,Finnish cup winner,1.0
58799,Spanish 2nd tier champion,1.0
355627,Spanish 2nd tier champion,2.0
103064,German Regionalliga West Champion,1.0
124560,Supercoppa Serie C winner,1.0
124560,Top goal scorer,1.0
124560,Italienischer Drittligameister,1.0
114106,Irish champion,1.0
124560,Italian Youth champion (Primavera),1.0
124560,All titles & victories,
114106,Irish cup winner,2.0
119537,Chilean champion,2.0
119537,Spanish 2nd tier champion,1.0
192774,Turkish cup winner,1.0
135490,Polish cup winner,1.0
192774,Swiss cup winner,1.0
28849,Italienischer Zweitligameister,2.0
46111,Top goal scorer,1.0
43085,Italienischer Zweitligameister,1.0
125172,Champions League winner,1.0
192774,Tunisian Champion,1.0
28849,Italienischer Drittligameister,1.0
46111,Player of the Year,1.0
125172,FIFA Club World Cup winner,1.0
23553,Top goal scorer,3.0
125172,German Champion,2.0
23553,European Under-17 champion,1.0
125172,Uefa Supercup winner,1.0
125172,German cup winner,2.0
125172,All titles & victories,
441515,Italienischer Zweitligameister,1.0
465667,Italian Youth champion (Primavera),2.0
57574,German third tier champion,2.0
598136,German Regionalliga Southwest Champion,1.0
171424,African Footballer of the Year,1.0
376460,Serbian champion,1.0
293779,Scottish Challenge Cup winner,1.0
465667,Italian Supercoppa winner (Primavera),1.0
57574,German Regionalliga Southwest Champion,1.0
421768,Italian Youth champion (Primavera),2.0
93707,German second tier champion,1.0
196837,Baden Cup winner,1.0
103427,Europa League winner,1.0
428061,Australian champion,1.0
379114,Lower Saxony Cup winner,1.0
399661,Football League Trophy Winner,1.0
154834,Sudbaden Cup winner,3.0
199274,Supercoppa Serie C winner,1.0
376460,Serbian cup winner,2.0
421768,Italian Supercoppa winner (Primavera),1.0
392763,English League Cup winner,2.0
155933,German Under-19 cup winner,2.0
114849,German Regionalliga Bavaria Champion,1.0
428061,Australian cup winner,1.0
14555,Champions League winner,1.0
74300,Greek champion,3.0
99923,Italienischer Zweitligameister,1.0
553875,Portuguese champion,1.0
146685,Supercoppa Serie C winner,1.0
125409,Football League Trophy Winner,1.0
29006,Top goal scorer,1.0
15568,Top goal scorer,1.0
89005,German third tier champion,1.0
32167,Wurttemberg Cup winner,2.0
129592,Belgian cup winner,2.0
103427,English FA Cup winner,1.0
198086,Coppa Italia Primavera winner,1.0
12502,French league cup winner,1.0
185164,Coppa Italia Primavera winner,1.0
192886,Colombian Champion,1.0
323934,Italian champion,1.0
45678,Berlin Cup winner,1.0
131908,Algerian champion,1.0
192616,Swiss champion,4.0
528834,German Regionalliga Northeast Champion,1.0
42480,Football League Trophy Winner,1.0
418037,Italian Supercoppa winner (Primavera),1.0
20264,Luxembourgish champion,1.0
39198,Norwegian champion,1.0
388192,Sudbaden Cup winner,1.0
128227,Scottish Challenge Cup winner,1.0
36902,German Under-17 Bundesliga champion,1.0
4233,English 2nd tier champion,1.0
484385,Football League Trophy Winner,1.0
54691,German third tier champion,1.0
52497,Football League Trophy Winner,1.0
195321,Italienischer Drittligameister,1.0
179184,English Champion,1.0
36898,German second tier champion,2.0
39259,Asian Cup winner,1.0
20264,Luxembourgish cup winner,1.0
232144,German Champion,2.0
192616,Swiss cup winner,1.0
186590,English FA Cup winner,1.0
91716,Swiss champion,1.0
20264,Westphalia Cup winner,2.0
54691,Baden Cup winner,1.0
32467,Champions League winner,1.0
82112,Westphalia Cup winner,1.0
39259,German Champion,1.0
99923,Viareggio,1.0
179184,English FA Cup winner,1.0
42412,FIFA Club World Cup winner,1.0
192886,German Regionalliga Southwest Champion,1.0
89005,Baden Cup winner,1.0
32467,FIFA Club World Cup winner,1.0
81801,Player of the Year,1.0
91716,Swiss cup winner,1.0
45124,German Champion,2.0
14555,English League Cup winner,2.0
15568,Spanish 2nd tier champion,1.0
164545,Italienischer Drittligameister,1.0
5513,French champion,2.0
124039,Italian cup winner (Serie C),1.0
157495,French champion,1.0
23284,Italienischer Zweitligameister,1.0
